Sequence,Taxon_rank,Order,Family,Family_English_name,Scientific_name,English_name_AviList,English_name_Clements_v2025,Species_code_Cornell_Lab,AvibaseID,IUCN_Red_List_Category,BirdLife_DataZone_URL
10322,species,Piciformes,Picidae,Woodpeckers,Micropternus brachyurus,Rufous Woodpecker,Rufous Woodpecker,rufwoo2,avibase-663A7CCA,LC,https://datazone.birdlife.org/species/factsheet/22681314
10334,species,Piciformes,Picidae,Woodpeckers,Meiglyptes tukki,Buff-necked Woodpecker,Buff-necked Woodpecker,bunwoo1,avibase-A858DD82,NT,https://datazone.birdlife.org/species/factsheet/22681562
10340,species,Piciformes,Picidae,Woodpeckers,Meiglyptes grammithorax,Buff-rumped Woodpecker,Buff-rumped Woodpecker,burwoo1,avibase-C1941D4D,LC,https://datazone.birdlife.org/species/factsheet/22727206
10341,species,Piciformes,Picidae,Woodpeckers,Meiglyptes tristis,Zebra Woodpecker,Zebra Woodpecker,burwoo3,avibase-C24A0885,EN,https://datazone.birdlife.org/species/factsheet/22727198
10342,species,Piciformes,Picidae,Woodpeckers,Meiglyptes jugularis,Black-and-buff Woodpecker,Black-and-buff Woodpecker,babwoo3,avibase-69BC6C53,LC,https://datazone.birdlife.org/species/factsheet/22681559
10344,species,Piciformes,Picidae,Woodpeckers,Gecinulus grantia,Pale-headed Woodpecker,Pale-headed Woodpecker,pahwoo1,avibase-43DEA60F,LC,https://datazone.birdlife.org/species/factsheet/22681525
10348,species,Piciformes,Picidae,Woodpeckers,Gecinulus viridis,Bamboo Woodpecker,Bamboo Woodpecker,bamwoo1,avibase-E74A1CB3,LC,https://datazone.birdlife.org/species/factsheet/22681528
10351,species,Piciformes,Picidae,Woodpeckers,Gecinulus rafflesii,Olive-backed Woodpecker,Olive-backed Woodpecker,olbwoo2,avibase-FFD0A230,NT,https://datazone.birdlife.org/species/factsheet/22681493
10355,species,Piciformes,Picidae,Woodpeckers,Dinopium shorii,Himalayan Flameback,Himalayan Flameback,himfla1,avibase-732BAF36,LC,https://datazone.birdlife.org/species/factsheet/22681496
10358,species,Piciformes,Picidae,Woodpeckers,Dinopium javanense,Common Flameback,Common Flameback,comfla1,avibase-8A613564,LC,https://datazone.birdlife.org/species/factsheet/22727182
10365,species,Piciformes,Picidae,Woodpeckers,Dinopium everetti,Spot-throated Flameback,Spot-throated Flameback,sptfla1,avibase-449435CA,NT,https://datazone.birdlife.org/species/factsheet/22727192
10366,species,Piciformes,Picidae,Woodpeckers,Dinopium benghalense,Black-rumped Flameback,Black-rumped Flameback,bkrfla1,avibase-4E1BC720,LC,https://datazone.birdlife.org/species/factsheet/61517196
10372,species,Piciformes,Picidae,Woodpeckers,Dinopium psarodes,Red-backed Flameback,Red-backed Flameback,bkrfla2,avibase-DCDDAEDA,LC,https://datazone.birdlife.org/species/factsheet/61517218
10374,species,Piciformes,Picidae,Woodpeckers,Picus puniceus,Crimson-winged Woodpecker,Crimson-winged Woodpecker,crwwoo1,avibase-3425FAE7,LC,https://datazone.birdlife.org/species/factsheet/22681434
10378,species,Piciformes,Picidae,Woodpeckers,Picus chlorolophus,Lesser Yellownape,Lesser Yellownape,lesyel1,avibase-E9C639F2,LC,https://datazone.birdlife.org/species/factsheet/22681431
10388,species,Piciformes,Picidae,Woodpeckers,Picus squamatus,Scaly-bellied Woodpecker,Scaly-bellied Woodpecker,scbwoo1,avibase-886871E9,LC,https://datazone.birdlife.org/species/factsheet/22681456
10391,species,Piciformes,Picidae,Woodpeckers,Picus xanthopygaeus,Streak-throated Woodpecker,Streak-throated Woodpecker,sttwoo1,avibase-8B89B332,LC,https://datazone.birdlife.org/species/factsheet/22681453
10392,species,Piciformes,Picidae,Woodpeckers,Picus rabieri,Red-collared Woodpecker,Red-collared Woodpecker,recwoo2,avibase-D7A3CD4F,NT,https://datazone.birdlife.org/species/factsheet/22681478
10393,species,Piciformes,Picidae,Woodpeckers,Picus vittatus,Laced Woodpecker,Laced Woodpecker,lacwoo1,avibase-6808E3D4,LC,https://datazone.birdlife.org/species/factsheet/22681450
10394,species,Piciformes,Picidae,Woodpeckers,Picus viridanus,Streak-breasted Woodpecker,Streak-breasted Woodpecker,stbwoo3,avibase-FDE08471,LC,https://datazone.birdlife.org/species/factsheet/22681447
10395,species,Piciformes,Picidae,Woodpeckers,Picus awokera,Japanese Green Woodpecker,Japanese Woodpecker,japwoo1,avibase-F60C59CD,LC,https://datazone.birdlife.org/species/factsheet/22681459
10399,species,Piciformes,Picidae,Woodpeckers,Picus canus,Grey-headed Woodpecker,Gray-headed Woodpecker,gyfwoo1,avibase-BC863B3A,NE,
10411,species,Piciformes,Picidae,Woodpeckers,Picus erythropygius,Black-headed Woodpecker,Black-headed Woodpecker,blhwoo1,avibase-12CA8603,LC,https://datazone.birdlife.org/species/factsheet/22681481
10414,species,Piciformes,Picidae,Woodpeckers,Picus vaillantii,Levaillant's Woodpecker,Levaillant's Woodpecker,levwoo1,avibase-42CF31E9,LC,https://datazone.birdlife.org/species/factsheet/22681474
10415,species,Piciformes,Picidae,Woodpeckers,Picus sharpei,Iberian Green Woodpecker,Iberian Green Woodpecker,grnwoo3,avibase-3D0793B8,LC,https://datazone.birdlife.org/species/factsheet/22725015
10416,species,Piciformes,Picidae,Woodpeckers,Picus viridis,European Green Woodpecker,Eurasian Green Woodpecker,eugwoo2,avibase-A01014FF,LC,https://datazone.birdlife.org/species/factsheet/22725022
10421,species,Piciformes,Picidae,Woodpeckers,Chrysophlegma miniaceum,Banded Woodpecker,Banded Woodpecker,banwoo2,avibase-05CFB3D1,LC,https://datazone.birdlife.org/species/factsheet/22681428
10426,species,Piciformes,Picidae,Woodpeckers,Chrysophlegma flavinucha,Greater Yellownape,Greater Yellownape,greyel1,avibase-B122779F,LC,https://datazone.birdlife.org/species/factsheet/22681437
10435,species,Piciformes,Picidae,Woodpeckers,Chrysophlegma mentale,Checker-throated Woodpecker,Checker-throated Woodpecker,chtwoo1,avibase-FE28266C,NE,
10439,species,Piciformes,Picidae,Woodpeckers,Pardipicus caroli,Brown-eared Woodpecker,Brown-eared Woodpecker,brewoo1,avibase-01C9752D,LC,https://datazone.birdlife.org/species/factsheet/22680941
10442,species,Piciformes,Picidae,Woodpeckers,Pardipicus nivosus,Buff-spotted Woodpecker,Buff-spotted Woodpecker,buswoo1,avibase-02E56D98,LC,https://datazone.birdlife.org/species/factsheet/22680937
10447,species,Piciformes,Picidae,Woodpeckers,Geocolaptes olivaceus,Ground Woodpecker,Ground Woodpecker,growoo1,avibase-D1B9D410,NT,https://datazone.birdlife.org/species/factsheet/22680945
10449,species,Piciformes,Picidae,Woodpeckers,Campethera tullbergi,Tullberg's Woodpecker,Tullberg's Woodpecker,tulwoo2,avibase-D2718676,LC,https://datazone.birdlife.org/species/factsheet/22726364
10450,species,Piciformes,Picidae,Woodpeckers,Campethera taeniolaema,Fine-banded Woodpecker,Fine-banded Woodpecker,tulwoo3,avibase-D0A5FADB,LC,https://datazone.birdlife.org/species/factsheet/22726358
10453,species,Piciformes,Picidae,Woodpeckers,Campethera maculosa,Green-backed Woodpecker,Green-backed Woodpecker,grbwoo2,avibase-BD7C4F70,NE,
10459,species,Piciformes,Picidae,Woodpeckers,Campethera nubica,Nubian Woodpecker,Nubian Woodpecker,nubwoo1,avibase-70170649,LC,https://datazone.birdlife.org/species/factsheet/22680887
10462,species,Piciformes,Picidae,Woodpeckers,Campethera punctuligera,Fine-spotted Woodpecker,Fine-spotted Woodpecker,fiswoo1,avibase-390F1E35,LC,https://datazone.birdlife.org/species/factsheet/22680883
10465,species,Piciformes,Picidae,Woodpeckers,Campethera bennettii,Bennett's Woodpecker,Bennett's Woodpecker,benwoo1,avibase-FD3EA943,LC,https://datazone.birdlife.org/species/factsheet/22730259
10468,species,Piciformes,Picidae,Woodpeckers,Campethera scriptoricauda,Speckle-throated Woodpecker,Speckle-throated Woodpecker,reiwoo1,avibase-C5585051,LC,https://datazone.birdlife.org/species/factsheet/22680897
10469,species,Piciformes,Picidae,Woodpeckers,Campethera notata,Knysna Woodpecker,Knysna Woodpecker,knywoo1,avibase-63BE6621,NT,https://datazone.birdlife.org/species/factsheet/22680910
10470,species,Piciformes,Picidae,Woodpeckers,Campethera abingoni,Golden-tailed Woodpecker,Golden-tailed Woodpecker,gotwoo1,avibase-CD2F7C98,LC,https://datazone.birdlife.org/species/factsheet/22680902
10477,species,Piciformes,Picidae,Woodpeckers,Campethera mombassica,Mombasa Woodpecker,Mombasa Woodpecker,momwoo1,avibase-BA63C545,LC,https://datazone.birdlife.org/species/factsheet/22680906
10479,species,Piciformes,Picidae,Woodpeckers,Mulleripicus fulvus,Ashy Woodpecker,Ashy Woodpecker,ashwoo1,avibase-8D1CF2FF,LC,https://datazone.birdlife.org/species/factsheet/22681575
10482,species,Piciformes,Picidae,Woodpeckers,Mulleripicus funebris,Northern Sooty Woodpecker,Northern Sooty-Woodpecker,soowoo1,avibase-9FDB05FE,NT,https://datazone.birdlife.org/species/factsheet/22727226
10486,species,Piciformes,Picidae,Woodpeckers,Mulleripicus fuliginosus,Southern Sooty Woodpecker,Southern Sooty-Woodpecker,sousow1,avibase-009C0626,VU,https://datazone.birdlife.org/species/factsheet/22727234
10487,species,Piciformes,Picidae,Woodpeckers,Mulleripicus pulverulentus,Great Slaty Woodpecker,Great Slaty Woodpecker,grswoo1,avibase-F6ED89EE,VU,https://datazone.birdlife.org/species/factsheet/22681585
10492,species,Piciformes,Picidae,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker,Pileated Woodpecker,pilwoo,avibase-00635FF9,LC,https://datazone.birdlife.org/species/factsheet/22681363
10495,species,Piciformes,Picidae,Woodpeckers,Dryocopus schulzii,Black-bodied Woodpecker,Black-bodied Woodpecker,blbwoo3,avibase-43089030,NT,https://datazone.birdlife.org/species/factsheet/22681373
10496,species,Piciformes,Picidae,Woodpeckers,Dryocopus lineatus,Lineated Woodpecker,Lineated Woodpecker,linwoo1,avibase-3CD8FECC,NE,
10502,species,Piciformes,Picidae,Woodpeckers,Dryocopus martius,Black Woodpecker,Black Woodpecker,blawoo1,avibase-EDB4BBA6,LC,https://datazone.birdlife.org/species/factsheet/22681382
10505,species,Piciformes,Picidae,Woodpeckers,Dryocopus hodgei,Andaman Woodpecker,Andaman Woodpecker,andwoo1,avibase-D7D03D65,VU,https://datazone.birdlife.org/species/factsheet/22681379
10506,species,Piciformes,Picidae,Woodpeckers,Dryocopus javensis,White-bellied Woodpecker,White-bellied Woodpecker,whbwoo2,avibase-08741518,LC,https://datazone.birdlife.org/species/factsheet/22681376
10523,species,Piciformes,Picidae,Woodpeckers,Celeus loricatus,Cinnamon Woodpecker,Cinnamon Woodpecker,cinwoo1,avibase-9556A2DB,LC,https://datazone.birdlife.org/species/factsheet/22681317
10528,species,Piciformes,Picidae,Woodpeckers,Celeus torquatus,Ringed Woodpecker,Ringed Woodpecker,rinwoo1,avibase-E07BFF55,LC,https://datazone.birdlife.org/species/factsheet/22681353
10532,species,Piciformes,Picidae,Woodpeckers,Celeus galeatus,Helmeted Woodpecker,Helmeted Woodpecker,helwoo1,avibase-469C98FC,VU,https://datazone.birdlife.org/species/factsheet/22681360
10533,species,Piciformes,Picidae,Woodpeckers,Celeus castaneus,Chestnut-colored Woodpecker,Chestnut-colored Woodpecker,chcwoo1,avibase-D354005F,LC,https://datazone.birdlife.org/species/factsheet/22681327
10534,species,Piciformes,Picidae,Woodpeckers,Celeus undatus,Variable Woodpecker,Waved Woodpecker,wavwoo5,avibase-FA26F861,LC,https://datazone.birdlife.org/species/factsheet/155069065
10542,species,Piciformes,Picidae,Woodpeckers,Celeus flavus,Cream-colored Woodpecker,Cream-colored Woodpecker,crcwoo2,avibase-2186DAF5,LC,https://datazone.birdlife.org/species/factsheet/22681344
10545,species,Piciformes,Picidae,Woodpeckers,Celeus spectabilis,Rufous-headed Woodpecker,Rufous-headed Woodpecker,ruhwoo1,avibase-BC618F4B,LC,https://datazone.birdlife.org/species/factsheet/22733772
10548,species,Piciformes,Picidae,Woodpeckers,Celeus obrieni,Kaempfer's Woodpecker,Kaempfer's Woodpecker,caawoo1,avibase-0C9C4584,VU,https://datazone.birdlife.org/species/factsheet/22731646
10549,species,Piciformes,Picidae,Woodpeckers,Celeus ochraceus,Ochre-backed Woodpecker,Ochre-backed Woodpecker,blcwoo5,avibase-DF220B1F,LC,https://datazone.birdlife.org/species/factsheet/61536248
10550,species,Piciformes,Picidae,Woodpeckers,Celeus elegans,Chestnut Woodpecker,Chestnut Woodpecker,chewoo2,avibase-9DD65284,LC,https://datazone.birdlife.org/species/factsheet/22681331
10557,species,Piciformes,Picidae,Woodpeckers,Celeus lugubris,Pale-crested Woodpecker,Pale-crested Woodpecker,pacwoo1,avibase-5C444ECB,LC,https://datazone.birdlife.org/species/factsheet/22681338
10560,species,Piciformes,Picidae,Woodpeckers,Celeus flavescens,Blond-crested Woodpecker,Blond-crested Woodpecker,blcwoo4,avibase-CF5A6539,LC,https://datazone.birdlife.org/species/factsheet/61536191
10564,species,Piciformes,Picidae,Woodpeckers,Piculus simplex,Rufous-winged Woodpecker,Rufous-winged Woodpecker,ruwwoo1,avibase-F68D8D7F,LC,https://datazone.birdlife.org/species/factsheet/22681228
10565,species,Piciformes,Picidae,Woodpeckers,Piculus callopterus,Stripe-cheeked Woodpecker,Stripe-cheeked Woodpecker,stcwoo1,avibase-5C2BF5D0,LC,https://datazone.birdlife.org/species/factsheet/22681231
10566,species,Piciformes,Picidae,Woodpeckers,Piculus leucolaemus,White-throated Woodpecker,White-throated Woodpecker,whtwoo2,avibase-B18AF355,LC,https://datazone.birdlife.org/species/factsheet/22681237
10567,species,Piciformes,Picidae,Woodpeckers,Piculus litae,Lita Woodpecker,Lita Woodpecker,litwoo1,avibase-276D7F5E,LC,https://datazone.birdlife.org/species/factsheet/22681234
10568,species,Piciformes,Picidae,Woodpeckers,Piculus flavigula,Yellow-throated Woodpecker,Yellow-throated Woodpecker,yetwoo1,avibase-7DC1431E,LC,https://datazone.birdlife.org/species/factsheet/22681240
10572,species,Piciformes,Picidae,Woodpeckers,Piculus chrysochloros,Golden-green Woodpecker,Golden-green Woodpecker,gogwoo1,avibase-3EB825D5,LC,https://datazone.birdlife.org/species/factsheet/22681243
10579,species,Piciformes,Picidae,Woodpeckers,Piculus aurulentus,Yellow-browed Woodpecker,White-browed Woodpecker,whbwoo7,avibase-00CCDD79,LC,https://datazone.birdlife.org/species/factsheet/22681246
10581,species,Piciformes,Picidae,Woodpeckers,Colaptes rubiginosus,Golden-olive Woodpecker,Golden-olive Woodpecker,goowoo1,avibase-1161239F,NE,
10601,species,Piciformes,Picidae,Woodpeckers,Colaptes auricularis,Grey-crowned Woodpecker,Gray-crowned Woodpecker,grcwoo1,avibase-161DCA9C,LC,https://datazone.birdlife.org/species/factsheet/22681250
10602,species,Piciformes,Picidae,Woodpeckers,Colaptes rivolii,Crimson-mantled Woodpecker,Crimson-mantled Woodpecker,crmwoo2,avibase-8947FC53,NE,
10609,species,Piciformes,Picidae,Woodpeckers,Colaptes atricollis,Black-necked Woodpecker,Black-necked Woodpecker,blnwoo1,avibase-86BE1BA3,LC,https://datazone.birdlife.org/species/factsheet/22681269
10612,species,Piciformes,Picidae,Woodpeckers,Colaptes punctigula,Spot-breasted Woodpecker,Spot-breasted Woodpecker,spbwoo1,avibase-897E43C8,LC,https://datazone.birdlife.org/species/factsheet/22681272
10619,species,Piciformes,Picidae,Woodpeckers,Colaptes melanochloros,Green-barred Woodpecker,Green-barred Woodpecker,grbwoo3,avibase-9D957919,NE,
10625,species,Piciformes,Picidae,Woodpeckers,Colaptes auratus,Northern Flicker,Northern Flicker,norfli,avibase-FF9D71AF,NE,
10635,species,Piciformes,Picidae,Woodpeckers,Colaptes mexicanoides,Guatemalan Flicker,Guatemalan Flicker,norfli1,avibase-1661C375,LC,https://datazone.birdlife.org/species/factsheet/22726420
10636,species,Piciformes,Picidae,Woodpeckers,Colaptes chrysoides,Gilded Flicker,Gilded Flicker,gilfli,avibase-28E5D551,LC,https://datazone.birdlife.org/species/factsheet/22681290
10641,species,Piciformes,Picidae,Woodpeckers,Colaptes oceanicus,Bermuda Flicker,Bermuda Flicker,berfli1,avibase-D0951D61,EX,https://datazone.birdlife.org/species/factsheet/62322970
10642,species,Piciformes,Picidae,Woodpeckers,Colaptes fernandinae,Fernandina's Flicker,Fernandina's Flicker,ferfli1,avibase-B4C26D42,EN,https://datazone.birdlife.org/species/factsheet/22681293
10643,species,Piciformes,Picidae,Woodpeckers,Colaptes pitius,Chilean Flicker,Chilean Flicker,chifli1,avibase-F5BEB645,LC,https://datazone.birdlife.org/species/factsheet/22681297
10644,species,Piciformes,Picidae,Woodpeckers,Colaptes rupicola,Andean Flicker,Andean Flicker,andfli1,avibase-12DFD1C8,NE,
10648,species,Piciformes,Picidae,Woodpeckers,Colaptes campestris,Campo Flicker,Campo Flicker,camfli1,avibase-C9C6D042,NE,
10652,species,Piciformes,Picidae,Woodpeckers,Campephilus pollens,Powerful Woodpecker,Powerful Woodpecker,powwoo1,avibase-7AD8B036,LC,https://datazone.birdlife.org/species/factsheet/22681386
10655,species,Piciformes,Picidae,Woodpeckers,Campephilus haematogaster,Crimson-bellied Woodpecker,,crbwoo5,avibase-C38B9F80,LC,https://datazone.birdlife.org/species/factsheet/22727150
10656,species,Piciformes,Picidae,Woodpeckers,Campephilus splendens,Splendid Woodpecker,,crbwoo4,avibase-DA98191C,LC,https://datazone.birdlife.org/species/factsheet/22727159
10657,species,Piciformes,Picidae,Woodpeckers,Campephilus rubricollis,Red-necked Woodpecker,Red-necked Woodpecker,renwoo1,avibase-D7602D52,LC,https://datazone.birdlife.org/species/factsheet/22681396
10661,species,Piciformes,Picidae,Woodpeckers,Campephilus robustus,Robust Woodpecker,Robust Woodpecker,robwoo1,avibase-0C14127E,LC,https://datazone.birdlife.org/species/factsheet/22681399
10662,species,Piciformes,Picidae,Woodpeckers,Campephilus melanoleucos,Crimson-crested Woodpecker,Crimson-crested Woodpecker,crcwoo1,avibase-E34138C6,LC,https://datazone.birdlife.org/species/factsheet/22681405
10666,species,Piciformes,Picidae,Woodpeckers,Campephilus guatemalensis,Pale-billed Woodpecker,Pale-billed Woodpecker,pabwoo1,avibase-A208D32B,LC,https://datazone.birdlife.org/species/factsheet/22681402
10670,species,Piciformes,Picidae,Woodpeckers,Campephilus gayaquilensis,Guayaquil Woodpecker,Guayaquil Woodpecker,guawoo2,avibase-D0DF9B45,LC,https://datazone.birdlife.org/species/factsheet/22681408
10671,species,Piciformes,Picidae,Woodpeckers,Campephilus leucopogon,Cream-backed Woodpecker,Cream-backed Woodpecker,crbwoo2,avibase-53C302B5,LC,https://datazone.birdlife.org/species/factsheet/22681411
10672,species,Piciformes,Picidae,Woodpeckers,Campephilus magellanicus,Magellanic Woodpecker,Magellanic Woodpecker,magwoo1,avibase-1E4B6E75,LC,https://datazone.birdlife.org/species/factsheet/22681414
10673,species,Piciformes,Picidae,Woodpeckers,Campephilus principalis,Ivory-billed Woodpecker,Ivory-billed Woodpecker,ivbwoo,avibase-86E7578A,CR,https://datazone.birdlife.org/species/factsheet/22681425
10676,species,Piciformes,Picidae,Woodpeckers,Campephilus imperialis,Imperial Woodpecker,Imperial Woodpecker,impwoo1,avibase-4D0B7931,CR (PE),https://datazone.birdlife.org/species/factsheet/22681417
10678,species,Piciformes,Picidae,Woodpeckers,Blythipicus rubiginosus,Maroon Woodpecker,Maroon Woodpecker,marwoo1,avibase-9D8AAF5D,LC,https://datazone.birdlife.org/species/factsheet/22681543
