SEQ,common_name,scientific_name,ADU,avibase_id,avilist_common_name,avilist_scientific_name,avilist_sort,avilist_members,ebird_code,checklist_family,order,birdlife_url,n_avilist_species,endemic,afrotropical,palearctic,waterbird,mass,habitat,habitat_density,migration,trophic_level,trophic_niche,primary_lifestyle,range_size,flag,comment,IUCN,old,new,lost,kept,gain,lost_score,gain_score
305,Sandwich Tern,Sterna sandvicensis,296,avibase-F7504353,Sandwich Tern,Thalasseus sandvicensis,4485,Thalasseus sandvicensis,santer1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694591,1,0,0,1,1,199.8,Marine,3,3,Carnivore,Aquatic predator,Aerial,2802142.59,,,Least Concern,4,2,2,2,0,2.07453097061612,0
306,Roseate Tern,Sterna dougallii,293,avibase-74236837,Roseate Tern,Sterna dougallii,4527,Sterna dougallii,roster,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694601,1,0,0,0,1,112,Marine,3,3,Carnivore,Aquatic predator,Aerial,7673719.23,,"CJ: How can this be 'lost' from the Watamu pentad? Will have to check if vetting needs to be done!",Least Concern,8,5,4,4,1,4.038433052918,0.922516575859499
307,Common Tern,Sterna hirundo,291,avibase-4D2FF6F1,Common Tern,Sterna hirundo,4518,Sterna hirundo,comter,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694623,1,0,0,1,1,129.2,Marine,3,3,Carnivore,Aquatic predator,Aerial,30248469.5,,,Least Concern,12,9,5,7,2,5.02217077610544,1.84026057625733
308,White-cheeked Tern,Sterna repressa,938,avibase-CF5C013D,White-cheeked Tern,Sterna repressa,4523,Sterna repressa,whcter1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694705,1,0,0,0,1,90,Coastal,3,2,Carnivore,Aquatic predator,Aerial,797048.79,"This species is prone to misidentification and its maps might be affected by error.","CJ: I can also only suspect that this sp was mis-identified in the early years. It is certainly not nearly as common as the literature suggests, I would say…",Least Concern,8,2,6,2,0,5.97827077165016,0
309,Bridled Tern,Sterna anaethetus,936,avibase-E6518B9D,Bridled Tern,Onychoprion anaethetus,4437,Onychoprion anaethetus,briter1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694730,1,0,0,0,1,119.4,Marine,3,2,Carnivore,Aquatic predator,Aerial,5130540.82,"This species is prone to misidentification and its maps might be affected by error.","CJ: I can only suspect ths species was mis-identified in the early years - on Whale Is it was stated that Bridled breed alongside the Roseates - but since 1998 when I started there, there have never been any breeding Bridled and in fact I've only recorded Bridled about 4-5 times in 25 years",Least Concern,7,1,6,1,0,5.95553765365262,0
310,Sooty Tern,Sterna fuscata,295,avibase-3E7F825D,Sooty Tern,Onychoprion fuscatus,4429,Onychoprion fuscatus,sooter1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694740,1,0,0,0,1,185.7,Marine,3,2,Carnivore,Aquatic predator,Aerial,180205.31,,,Least Concern,6,2,5,1,1,5.03267095265819,0.977988713052154
311,Little Tern,Sterna albifrons,0,avibase-B552AFE3,Little/Saunders's Tern,Sternula sp.,4448,Sternula albifrons|Sternula saundersi,litter1|sauter2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,,2,0,0,1,1,57,Coastal,3,3,Carnivore,Aquatic predator,Aerial,11965931.09,,"Historical lump of 2 species, treated as one taxon (Sterna albifrons) in the 1970-1984 atlas: Little Tern (Sternula albifrons, 89 Kenyan eBird records 2009-2023); Saunders's Tern (Sternula saundersi, 391 Kenyan eBird records 2009-2023). At least one member was already a distinct, field-separable species during the atlas era; old-atlas records for this concept may include unseparated or misidentified individuals of either.",Least Concern,16,13,6,10,3,6.08557040887813,2.82143115031877
312,Whiskered Tern,Chlidonias hybridus,305,avibase-7AB4E42B,Whiskered Tern,Chlidonias hybrida,4475,Chlidonias hybrida,whiter2,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694764,1,0,0,0,1,83.7,Wetland,3,3,Carnivore,Aquatic predator,Aerial,10089513.85,"This species is prone to misidentification and its maps might be affected by error.","CJ: This needs a note about the difficulty of ID separation from White-winged Black in non-breeding pl",Least Concern,20,32,5,15,17,4.88512651545839,16.2224885412417
313,Black Tern,Chlidonias niger,903,avibase-115AF02D,Black Tern,Chlidonias niger,4481,Chlidonias niger,blkter,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694787,1,0,0,0,1,65.3,Wetland,3,3,Carnivore,Aquatic predator,Aerial,12943719.56,,,Least Concern,2,0,2,0,0,1.92103801121677,0
314,White-winged Black Tern,Chlidonias leucopterus,304,avibase-43CAAEE3,White-winged Tern,Chlidonias leucopterus,4480,Chlidonias leucopterus,whwter,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694782,1,0,0,1,1,54.2,Wetland,3,3,Carnivore,Aquatic predator,Aerial,10229425.04,,,Least Concern,33,49,4,29,20,3.84279620522751,18.9764554050199
315,Lesser Noddy,Anous tenuirostris,939,avibase-03F9EB15,Lesser Noddy,Anous tenuirostris,4406,Anous tenuirostris,lesnod1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694805,1,0,0,0,1,112,Marine,3,2,Carnivore,Aquatic predator,Aerial,177139.92,,"CJ: I suspect there are several unvetted records in the KBM which mean the distribution is not fully reflected…",Least Concern,4,1,3,1,0,2.89633984295318,0
316,Common Noddy,Anous stolidus,303,avibase-A070171E,Brown Noddy,Anous stolidus,4401,Anous stolidus,brnnod,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694794,1,0,0,0,1,177.8,Marine,3,2,Carnivore,Aquatic predator,Aerial,10192935.47,,,Least Concern,6,3,4,2,1,3.95291140216157,0.922516575859499
317,African Skimmer,Rynchops flavirostris,306,avibase-907B1140,African Skimmer,Rynchops flavirostris,4388,Rynchops flavirostris,afrski1,"Skimmers, Noddies, Terns, and Gulls",Charadriiformes,https://datazone.birdlife.org/species/factsheet/22694262,1,0,0,0,1,164,Wetland,3,2,Carnivore,Aquatic predator,Aerial,9718531.11,,,Least Concern,23,18,11,12,6,10.801159421775,5.72601947190132
318,Chestnut-bellied Sandgrouse,Pterocles exustus,1960,avibase-F5DE9155,Chestnut-bellied Sandgrouse,Pterocles exustus,2236,Pterocles exustus,chbsan,"Sandgrouse",Pterocliformes,https://datazone.birdlife.org/species/factsheet/22692990,1,0,0,0,0,202.8,Grassland,3,2,Herbivore,Granivore,Terrestrial,9267366.88,,,Least Concern,45,44,14,31,13,13.8063324623032,12.7043464263465
319,Black-faced Sandgrouse,Pterocles decoratus,1958,avibase-70AFED2C,Black-faced Sandgrouse,Pterocles decoratus,2256,Pterocles decoratus,blfsan1,"Sandgrouse",Pterocliformes,https://datazone.birdlife.org/species/factsheet/22693013,1,0,0,0,0,181.3,Shrubland,3,2,Herbivore,Granivore,Terrestrial,1363573.06,,,Least Concern,40,51,6,34,17,5.8736541567538,16.320117669196
320,Lichtenstein's Sandgrouse,Pterocles lichtensteinii,1962,avibase-F3715F7B,Lichtenstein's Sandgrouse,Pterocles lichtensteinii,2261,Pterocles lichtensteinii,licsan1,"Sandgrouse",Pterocliformes,https://datazone.birdlife.org/species/factsheet/22693028,1,0,0,0,0,209.1,Grassland,3,1,Herbivore,Granivore,Terrestrial,3826174.11,,,Least Concern,21,18,9,12,6,9.0964999059792,5.84480457740252
321,Four-banded Sandgrouse,Pterocles quadricinctus,1968,avibase-461482EA,Four-banded Sandgrouse,Pterocles quadricinctus,2271,Pterocles quadricinctus,fobsan1,"Sandgrouse",Pterocliformes,https://datazone.birdlife.org/species/factsheet/22693021,1,0,0,0,0,178.9,Shrubland,3,1,Herbivore,Granivore,Terrestrial,3917295.51,,,Least Concern,3,3,3,0,3,2.97845247399645,2.91129984902179
322,Yellow-throated Sandgrouse,Pterocles gutturalis,309,avibase-8B6EA5FA,Yellow-throated Sandgrouse,Pterocles gutturalis,2247,Pterocles gutturalis,yetsan1,"Sandgrouse",Pterocliformes,https://datazone.birdlife.org/species/factsheet/22692998,1,0,0,0,0,338,Grassland,3,2,Herbivore,Granivore,Terrestrial,810480.4,"This map might contains errors","CJ: how sure are we about the northern records? Why is it now appearing up there…?",Least Concern,14,22,3,11,11,3.06157718987502,10.6320869009543
323,Feral Pigeon,Columba livia,940,avibase-BBA263C2,Rock Dove,Columba livia,2703,Columba livia,rocpig,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690066,1,0,0,0,0,354.2,Human Modified,3,1,Herbivore,Granivore,Terrestrial,17464191.46,,,Least Concern,23,64,4,19,45,3.91490547519252,43.4097803484808
324,Speckled Pigeon,Columba guinea,311,avibase-A6EA9F02,Speckled Pigeon,Columba guinea,2693,Columba guinea,spepig1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690080,1,0,0,0,0,352,Shrubland,2,1,Herbivore,Granivore,Terrestrial,10557795.16,,,Least Concern,65,100,1,64,36,0.983360256990764,35.4193446346715
325,Olive Pigeon,Columba arquatrix,312,avibase-EEDB8253,African Olive Pigeon,Columba arquatrix,2680,Columba arquatrix,rampig1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690145,1,0,0,0,0,400,Forest,2,1,Herbivore,Frugivore,Insessorial,1486805.14,,,Least Concern,36,37,10,26,11,9.72980357442501,10.7328427638291
326,Bronze-naped Pigeon,Columba delegorguei,313,avibase-870E4DDA,Eastern Bronze-naped Pigeon,Columba delegorguei,2648,Columba delegorguei,delpig1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690359,1,0,0,0,0,133,Forest,2,1,Herbivore,Frugivore,Insessorial,232244.08,,,Least Concern,24,23,9,15,8,8.8043961805181,7.70737381278387
327,White-winged Dove,Streptopelia reichenowi,1876,avibase-65FE8029,White-winged Collared Dove,Streptopelia reichenowi,2643,Streptopelia reichenowi,wwcdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690529,1,0,0,0,0,119,Forest,2,1,Herbivore,Frugivore,Insessorial,153525.54,"Species not recorded during both the old and new atlas, but recorded in Kenya. This species occurs only in an area with high insecurity during the new altas period, thus few or no visits",,Least Concern,0,0,0,0,0,0,0
328,Ring-necked Dove,Streptopelia capicola,316,avibase-AB937AEB,Ring-necked Dove,Streptopelia capicola,2626,Streptopelia capicola,rindov,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690488,1,0,0,0,0,142,Shrubland,3,1,Herbivore,Granivore,Terrestrial,9534302.21,,,Least Concern,114,117,1,113,4,1.08256319807895,4.15897140199303
329,Mourning Dove,Streptopelia decipiens,315,avibase-70BD722B,Mourning Collared Dove,Streptopelia decipiens,2634,Streptopelia decipiens,afmdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690477,1,0,0,0,0,134,Shrubland,2,1,Herbivore,Granivore,Terrestrial,7210175.11,,,Least Concern,81,101,5,76,25,5.0831252458404,24.0854893672868
330,Red-eyed Dove,Streptopelia semitorquata,314,avibase-9888B3AE,Red-eyed Dove,Streptopelia semitorquata,2633,Streptopelia semitorquata,reedov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690499,1,0,0,0,0,176,Shrubland,3,1,Herbivore,Granivore,Terrestrial,13753343.72,,,Least Concern,93,103,1,92,11,1.02027327686649,10.9687958872283
331,Turtle Dove,Streptopelia turtur,1005,avibase-5788552B,European Turtle Dove,Streptopelia turtur,2618,Streptopelia turtur,eutdov,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690419,1,0,0,0,0,132,Woodland,2,3,Herbivore,Granivore,Terrestrial,17578320.62,,"CJ: These rare species maps don't make sense",Vulnerable,3,0,3,0,0,2.89265413290202,0
332,Dusky Turtle Dove,Streptopelia lugens,1874,avibase-8770C6A7,Dusky Turtle Dove,Streptopelia lugens,2623,Streptopelia lugens,dutdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690432,1,0,0,0,0,155,Forest,3,1,Herbivore,Omnivore,Terrestrial,945579.48,,,Least Concern,32,44,5,27,17,5.01352420032999,16.4146414572531
333,Laughing Dove,Streptopelia senegalensis,317,avibase-B2D6AB06,Laughing Dove,Spilopelia senegalensis,2580,Spilopelia senegalensis,laudov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690445,1,0,0,0,0,82.1,Woodland,3,1,Herbivore,Granivore,Terrestrial,28873137.27,,,Least Concern,108,106,6,102,4,6.2147783138607,3.7541143928694
334,Lemon Dove,Aplopelia larvata,322,avibase-EE40DDB6,Lemon Dove,Aplopelia larvata,2598,Aplopelia larvata,lemdov2,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690384,1,0,0,0,0,155,Forest,2,1,Herbivore,Granivore,Terrestrial,2621498.99,"This species is prone to misidentification and its maps might be affected by error.","CJ: This increase is probably more due to observer skill and effort, not a real increase… ",Least Concern,18,27,6,12,15,5.93610333183644,14.477476542352
335,Tambourine Dove,Turtur tympanistria,319,avibase-7308278F,Tambourine Dove,Turtur tympanistria,2740,Turtur tympanistria,tamdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690635,1,0,0,0,0,70.6,Forest,2,1,Herbivore,Granivore,Terrestrial,8134665.65,"This species is prone to misidentification and its maps might be affected by error.","CJ: It would be interesting to know how many of these 'expansion' records were by ear and not actually SEEN. Am not sure I would trust most people's audio records to differentiate this and Em-spotted",Least Concern,55,73,3,52,21,2.9665495007253,20.158168422509
336,Blue-spotted Wood Dove,Turtur afer,320,avibase-23D5FC36,Blue-spotted Wood Dove,Turtur afer,2744,Turtur afer,bswdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690628,1,0,0,0,0,65.6,Shrubland,2,1,Herbivore,Granivore,Terrestrial,10011361.74,,,Least Concern,19,29,0,19,10,0,9.58930420619712
337,Emerald-spotted Wood Dove,Turtur chalcospilos,321,avibase-BDF442F2,Emerald-spotted Wood Dove,Turtur chalcospilos,2745,Turtur chalcospilos,eswdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690621,1,0,0,0,0,60.6,Shrubland,2,1,Herbivore,Granivore,Terrestrial,5888722.68,,,Least Concern,93,109,2,91,18,2.03437112392957,17.6579648540526
339,Namaqua Dove,Oena capensis,318,avibase-DDC2CC92,Namaqua Dove,Oena capensis,2736,Oena capensis,namdov1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22690645,1,0,0,0,0,40.6,Shrubland,3,2,Herbivore,Granivore,Terrestrial,9891692.7,,,Least Concern,99,104,10,89,15,10.2697689091328,14.5871807910347
340,Green Pigeon,Treron calva,323,avibase-00146574,African Green Pigeon,Treron calvus,2812,Treron calvus,afrgrp1,"Doves and Pigeons",Columbiformes,,1,0,0,0,0,197.5,Forest,2,2,Herbivore,Frugivore,Insessorial,10739326.33,,,Not Evaluated,65,71,7,58,13,6.87454044614234,12.9734443059057
341,Bruce's Green Pigeon,Treron waalia,1888,avibase-46C90944,Bruce's Green Pigeon,Treron waalia,2798,Treron waalia,brgpig1,"Doves and Pigeons",Columbiformes,https://datazone.birdlife.org/species/factsheet/22691212,1,0,0,0,0,254,Woodland,2,2,Herbivore,Frugivore,Insessorial,5454383.59,,,Least Concern,3,2,1,2,0,1.01126324748867,0
342,Red-fronted Parrot,Poicephalus gulielmi,1656,avibase-83D329B5,Red-fronted Parrot,Poicephalus gulielmi,11366,Poicephalus gulielmi,refpar5,"African and New World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685291,1,0,0,0,0,274.6,Forest,1,1,Herbivore,Omnivore,Insessorial,1483974.66,,,Least Concern,17,21,4,13,8,3.94568317634184,7.69465588021867
343,Orange-bellied Parrot,Poicephalus rufiventris,1658,avibase-69661C7D,Red-bellied Parrot,Poicephalus rufiventris,11384,Poicephalus rufiventris,rebpar1,"African and New World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685312,1,0,0,0,0,120,Shrubland,2,1,Herbivore,Omnivore,Insessorial,1544074.33,,,Least Concern,43,48,7,36,12,6.98236596229535,11.5019320571341
344,Brown Parrot,Poicephalus meyeri,327,avibase-0ECD9D58,Meyer's Parrot,Poicephalus meyeri,11370,Poicephalus meyeri,meypar1,"African and New World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685304,1,0,0,0,0,117.5,Grassland,2,1,Herbivore,Omnivore,Insessorial,5835819.27,,,Least Concern,37,44,5,32,12,4.98950764435495,11.6510178156603
345,Brown-headed Parrot,Poicephalus cryptoxanthus,328,avibase-4A039821,Brown-headed Parrot,Poicephalus cryptoxanthus,11380,Poicephalus cryptoxanthus,brhpar2,"African and New World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685317,1,0,0,0,0,140,Woodland,3,1,Herbivore,Omnivore,Insessorial,1182606.67,"This map might contains errors",,Least Concern,6,10,1,5,5,1.04737065643645,4.80604842420306
346,Grey Parrot,Psittacus erithacus,1664,avibase-A20878F0,Grey Parrot,Psittacus erithacus,11358,Psittacus erithacus,grepar,"African and New World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22724813,1,0,0,0,0,333,Forest,1,1,Herbivore,Omnivore,Insessorial,2732037.72,,,Endangered,2,4,1,1,3,0.972712084595792,2.85553389106995
347,Red-headed Lovebird,Agapornis pullaria,1640,avibase-1E2EC99C,Red-headed Lovebird,Agapornis pullarius,12112,Agapornis pullarius,rehlov1,"Old World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685330,1,0,0,0,0,39.3,Woodland,3,1,Herbivore,Granivore,Terrestrial,2650780.74,"This map might contains errors",,Least Concern,1,7,0,1,6,0,5.80866714643878
349,Fischer's Lovebird,Agapornis fischeri,10031,avibase-7B0E2F01,Fischer's Lovebird,Agapornis fischeri,12119,Agapornis fischeri,,"Old World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685346,1,0,0,0,0,48.3,Woodland,3,1,Herbivore,Granivore,Insessorial,133888.77,"Records in the old atlas of both Yellow-collared Lovebird and Fischer's Lovebird are lumped.","No pure Fischer's Lovebird is accepted in Kenya - Kenyan birds are a fischeri x personatus hybrid swarm (see SEQ 348). fislov1 (species-level, GroupCount 0) removed from data/eBird/sp_ebird.xlsx; avibase_id and ebird crosswalk now point to eBird's own hybrid taxon x00671 / avibase-7B0E2F01 (Fischer's x Yellow-collared Lovebird), which carries the real Kenyan records. ebird_code left blank rather than fislov1 so the website does not offer a dead/misleading species-level link.",Near Threatened,11,36,1,10,26,0.92549347325374,25.026141487127
350,Rose-ringed Parrakeet,Psittacula krameri,0,avibase-6B1CFC3C,Rose-ringed Parakeet,Psittacula krameri,11950,Psittacula krameri,rorpar,"Old World Parrots",Psittaciformes,https://datazone.birdlife.org/species/factsheet/22685441,1,0,0,0,0,116.1,Forest,2,1,Herbivore,Omnivore,Insessorial,7699517.77956872,,,Least Concern,3,1,2,1,0,1.92151876746552,0
351,Great Blue Turaco,Corythaeola cristata,1696,avibase-002445CB,Great Blue Turaco,Corythaeola cristata,1704,Corythaeola cristata,grbtur1,"Turacos",Musophagiformes,https://datazone.birdlife.org/species/factsheet/22688425,1,0,0,0,0,965,Forest,1,1,Herbivore,Frugivore,Insessorial,3896093.97,,,Least Concern,3,2,1,2,0,0.972712084595792,0
352,Eastern Grey Plantain-eater,Crinifer zonurus,1704,avibase-10B14696,Eastern Plantain-eater,Crinifer zonurus,1716,Crinifer zonurus,easple1,"Turacos",Musophagiformes,https://datazone.birdlife.org/species/factsheet/22688420,1,0,0,0,0,527,Grassland,3,1,Herbivore,Frugivore,Insessorial,1014236.61,,,Least Concern,13,16,0,13,3,0,2.92728594201557
